date_key,region,customer_segment,product_category,total_quantity,total_revenue,avg_discount,total_profit
2023-12-28,Central,Consumer,Office Supplies,6,2611.197612,0.06,1112.817612
2023-04-03,West,Corporate,Furniture,5,1172.8395,0.1,-16.160499999999956
2023-11-20,South,Corporate,Furniture,4,252.25728,0.04,-758.3027199999999
2024-07-28,Central,Home Office,Office Supplies,5,463.23783000000003,0.11499999999999999,-992.51217
2024-12-19,South,Corporate,Office Supplies,3,914.0699999999999,0.18,235.43999999999994
2025-02-19,Central,Consumer,Technology,5,1060.8192,0.04,534.6691999999999
2025-10-16,North,Consumer,Technology,4,946.0922879999999,0.04,229.57228799999996
2024-10-25,Central,Home Office,Furniture,10,1419.8776500000001,0.095,-1009.8723499999999
2024-08-22,East,Home Office,Technology,4,476.270268,0.17,423.910268
2025-11-04,East,Consumer,Office Supplies,4,1462.4896,0.15,591.2496000000001
2025-02-16,North,Consumer,Furniture,2,880.8974999999999,0.15,339.7175
2024-02-15,North,Home Office,Furniture,3,1587.6788400000003,0.01,1178.6288400000003
2025-08-13,North,Corporate,Office Supplies,3,526.84506,0.16,-0.7949399999999969
2024-08-07,South,Corporate,Office Supplies,4,1484.301432,0.13,916.261432
2025-11-17,East,Home Office,Office Supplies,10,1274.40531,0.1,162.87531
2024-07-30,South,Consumer,Furniture,6,1834.6986000000002,0.1,1726.1586000000002
2025-09-15,Central,Consumer,Furniture,9,2979.0090000000005,0.0,2689.0290000000005
2023-07-23,Central,Consumer,Office Supplies,3,452.93566500000003,0.09,-333.424335
2025-12-12,West,Consumer,Furniture,3,1517.9135400000002,0.01,726.5435400000001
2025-07-28,North,Corporate,Technology,3,206.96917500000004,0.07,-554.9108249999999
2025-11-20,East,Corporate,Technology,6,1085.9656499999999,0.07,224.72564999999986
2025-12-17,South,Consumer,Office Supplies,2,496.09098,0.18,-39.889020000000016
2023-09-10,North,Corporate,Furniture,6,2334.10518,0.03,836.7451799999999
2024-07-02,North,Corporate,Technology,3,249.625329,0.03,-163.744671
2023-10-26,East,Corporate,Furniture,6,3093.4384800000003,0.06,2237.53848
2023-11-13,North,Corporate,Furniture,7,2628.079272000001,0.14,2247.789272000001
2023-08-06,South,Home Office,Furniture,6,2326.0980600000003,0.19,1504.0980600000003
2023-10-05,Central,Corporate,Office Supplies,5,325.443825,0.19,97.59382500000001
2025-10-06,Central,Corporate,Technology,4,2009.620928,0.02,1283.180928
2025-04-18,North,Home Office,Office Supplies,1,100.98274800000002,0.07,-185.987252
2025-01-23,Central,Corporate,Office Supplies,3,965.9862630000001,0.01,800.0262630000001
2025-04-17,North,Consumer,Office Supplies,9,2841.15816,0.05,1767.63816
2023-01-30,West,Consumer,Office Supplies,3,167.52444300000005,0.19,-616.1355570000001
2025-01-16,North,Corporate,Furniture,0,939.19716,0.01,939.19716
2025-06-23,Central,Home Office,Furniture,1,147.275335,0.15,129.185335
2024-11-28,North,Consumer,Technology,1,73.243212,0.16,32.773212
2023-05-11,West,Consumer,Technology,3,87.48341400000002,0.14,-397.736586
2025-03-13,Central,Corporate,Office Supplies,4,1067.342976,0.04,308.4629759999999
2025-02-27,Central,Corporate,Furniture,5,116.928,0.13,26.477999999999994
2023-12-17,North,Corporate,Technology,5,2401.1240000000003,0.12,2057.4240000000004
2023-06-29,Central,Corporate,Office Supplies,5,1692.670875,0.17,504.170875
2025-02-12,North,Corporate,Furniture,10,3921.50088,0.015,2108.4208799999997
2023-12-31,South,Corporate,Furniture,8,2613.86496,0.04,1353.1449599999999
2025-09-07,Central,Home Office,Office Supplies,2,80.91783,0.13,-418.54217
2026-01-11,North,Consumer,Technology,5,841.5407,0.02,798.3907
2023-04-28,North,Consumer,Technology,3,39.6396,0.12,-722.2404
2023-07-11,North,Home Office,Furniture,6,2683.49928,0.14,1723.7992800000002
2024-08-13,West,Home Office,Furniture,2,248.03884000000002,0.15,-101.08115999999998
2024-08-12,Central,Consumer,Office Supplies,3,881.560575,0.11,659.320575
2023-04-17,Central,Consumer,Office Supplies,2,424.8077400000001,0.19,84.88774000000006
2024-01-17,East,Corporate,Technology,4,970.9372200000001,0.095,504.9572200000001
2023-09-01,Central,Corporate,Technology,5,1201.6870400000003,0.18,580.9370400000003
2025-05-15,West,Consumer,Furniture,5,1599.6393,0.16,123.48929999999996
2026-01-01,Central,Corporate,Technology,7,2381.37993,0.095,1668.63993
2023-01-13,East,Consumer,Technology,5,949.6053000000002,0.16,884.1553000000001
2026-01-04,East,Corporate,Furniture,1,428.94406100000003,0.09,212.00406100000004
2023-05-29,North,Consumer,Furniture,2,344.27250000000004,0.1,-19.027499999999975
2023-03-23,Central,Home Office,Office Supplies,2,879.56253,0.01,446.20253
2024-05-06,North,Corporate,Technology,10,4119.637464,0.085,2234.1774640000003
2023-12-22,North,Home Office,Office Supplies,7,661.0565500000001,0.05,-659.4234499999999
2025-10-01,Central,Consumer,Office Supplies,0,747.0899100000001,0.06,747.0899100000001
2024-12-08,Central,Corporate,Technology,10,1939.0968000000003,0.1,1646.5968000000003
2025-09-17,East,Corporate,Technology,5,1959.5851600000003,0.18,1051.5351600000004
2025-03-04,Central,Home Office,Furniture,5,1884.0431600000002,0.08,1758.2431600000002
2024-08-23,West,Consumer,Technology,3,179.074665,0.01,-73.945335
2023-09-14,Central,Corporate,Office Supplies,6,1231.25706,0.13,-228.96294000000012
2025-05-20,Central,Corporate,Technology,6,222.76780200000002,0.09,-651.132198
2024-11-07,North,Corporate,Office Supplies,10,2926.51574,0.115,1043.8857400000002
2023-09-28,Central,Home Office,Technology,3,652.77576,0.19,222.15576
2024-07-03,North,Corporate,Technology,5,254.52,0.2,-1205.3300000000002
2024-07-21,Central,Consumer,Furniture,5,1449.6542500000003,0.11,452.9042500000003
2025-03-08,North,Corporate,Office Supplies,5,1976.7741,0.08,1530.9741000000001
2025-11-12,East,Consumer,Furniture,3,281.97153600000007,0.08,242.91153600000007
2024-07-03,Central,Consumer,Technology,0,686.627025,0.15,686.627025
2024-11-11,West,Consumer,Furniture,4,635.628,0.0,-434.1719999999999
2025-03-05,South,Consumer,Office Supplies,5,1612.6099499999998,0.06,1336.0099499999997
2023-09-01,North,Home Office,Furniture,3,1305.9354,0.08,548.0154000000001
2025-09-13,Central,Corporate,Office Supplies,5,1409.3624200000002,0.05,694.6024200000002
2025-01-30,Central,Consumer,Technology,8,228.32656000000003,0.14,-919.99344
2023-07-27,West,Corporate,Office Supplies,5,1741.2633,0.08,1679.1633000000002
2023-05-04,East,Consumer,Office Supplies,5,542.6113,0.02,449.5613
2025-10-30,North,Corporate,Furniture,2,286.339704,0.16,142.799704
2025-06-17,Central,Home Office,Furniture,6,2862.207414,0.01,2668.887414
2025-02-20,Central,Home Office,Furniture,6,2606.061612,0.14,1398.501612
2024-03-17,Central,Home Office,Furniture,7,2344.28847,0.05,780.6684699999997
2025-06-29,North,Corporate,Furniture,2,540.6802799999999,0.14,106.80027999999993
2025-01-03,North,Corporate,Office Supplies,6,2151.078264,0.045000000000000005,566.0282639999999
2023-04-01,East,Corporate,Office Supplies,0,1414.5005600000002,0.03,1414.5005600000002
2023-07-26,Central,Corporate,Technology,2,398.21976,0.1,134.99975999999998
2026-01-02,Central,Consumer,Furniture,5,324.97505,0.05,-33.77494999999999
2023-07-06,West,Consumer,Technology,0,1150.1028,0.16,1150.1028
2024-09-14,West,Consumer,Office Supplies,7,2503.3265250000004,0.125,1975.3265250000004
2024-12-30,East,Corporate,Office Supplies,1,143.86416000000003,0.12,19.614160000000027
2023-08-28,South,Corporate,Technology,1,329.47551000000004,0.09,192.06551000000005
2023-05-19,East,Consumer,Furniture,4,502.92732000000007,0.18,-76.75267999999988
2024-01-20,Central,Corporate,Office Supplies,9,3880.231308000001,0.18,3213.511308000001
2024-07-21,North,Consumer,Furniture,6,3629.2054200000002,0.085,2475.1054200000003
2025-03-15,Central,Corporate,Furniture,1,284.69584,0.08,84.20583999999997
2025-05-31,Central,Home Office,Furniture,4,1612.0352340000002,0.055,1199.8152340000001
2025-08-31,Central,Home Office,Office Supplies,0,275.11344,0.16,275.11344
2024-10-01,East,Corporate,Technology,3,1335.1923900000002,0.03,921.8223900000002
2025-03-14,North,Corporate,Furniture,4,54.315340000000006,0.15,-1082.7246599999999
2025-12-23,North,Corporate,Office Supplies,5,736.2967500000002,0.1,-143.10324999999978
2025-07-26,North,Corporate,Office Supplies,4,841.8454800000001,0.02,545.52548
2024-12-14,East,Consumer,Technology,4,1180.4906400000002,0.08,965.5306400000002
2024-05-12,North,Home Office,Office Supplies,5,145.90520000000004,0.2,-758.6447999999999
2025-04-28,West,Consumer,Office Supplies,4,1647.3424799999998,0.06,998.9824799999998
2024-07-30,Central,Corporate,Furniture,3,1424.82,0.04,685.7099999999999
2023-01-25,Central,Corporate,Furniture,9,3263.55885,0.15,1452.21885
2025-09-14,Central,Consumer,Furniture,5,576.42719,0.11,415.32719
2023-12-23,West,Home Office,Technology,0,734.076,0.1,734.076
2025-06-20,West,Consumer,Furniture,3,1027.83366,0.08,624.72366
2023-09-14,Central,Home Office,Technology,4,1313.2602,0.15,596.7402
2025-01-15,Central,Home Office,Technology,5,697.05378,0.085,-607.27622
2023-02-18,Central,Corporate,Office Supplies,5,414.3161,0.03,8.516100000000051
2023-11-12,West,Corporate,Technology,5,1978.0435499999996,0.17,769.5935499999996
2025-10-22,South,Home Office,Office Supplies,5,717.0658500000001,0.14,654.96585
2024-02-24,North,Corporate,Furniture,4,658.50972,0.03,-325.21028
2023-02-15,Central,Consumer,Furniture,6,1878.5844000000002,0.16,386.50440000000026
2023-08-18,Central,Corporate,Technology,1,127.22545000000001,0.15,-10.564549999999983
2025-03-02,Central,Home Office,Office Supplies,5,374.84685,0.16999999999999998,-89.93314999999998
2024-01-09,East,Consumer,Furniture,7,369.08760000000007,0.2,-1039.7323999999999
2025-01-07,Central,Consumer,Office Supplies,7,1327.0798800000002,0.11,354.5698800000001
2024-12-13,East,Corporate,Office Supplies,5,860.9605199999999,0.07,-159.0894800000001
2024-06-22,North,Home Office,Office Supplies,1,336.5704100000001,0.11,255.8504100000001
2023-08-02,Central,Home Office,Technology,2,862.61868,0.01,587.2186800000001
2023-03-02,East,Corporate,Furniture,9,3442.488525,0.15,3391.9085250000003
2025-03-24,East,Consumer,Furniture,5,1623.1424000000002,0.12,891.4924000000001
2023-02-01,Central,Home Office,Technology,3,654.6852779999999,0.06,448.46527799999996
2026-01-08,South,Consumer,Furniture,3,158.025732,0.08,-266.594268
2025-09-13,Central,Home Office,Office Supplies,6,617.66694,0.07,-739.59306
2025-03-30,East,Consumer,Office Supplies,3,1129.69692,0.03,476.26692
2025-03-24,South,Consumer,Office Supplies,4,1009.1332640000002,0.11,684.4932640000002
2024-10-05,East,Consumer,Office Supplies,6,2314.7746560000005,0.11,1782.3946560000004
2023-12-02,Central,Corporate,Technology,3,438.29478000000006,0.17,350.54478000000006
2023-05-02,North,Home Office,Office Supplies,12,3941.8156920000006,0.065,2197.2556920000006
2023-03-22,Central,Corporate,Furniture,5,1090.126902,0.165,26.896901999999955
2024-10-23,South,Home Office,Furniture,7,2805.08739,0.07,1262.91739
2024-01-10,West,Consumer,Office Supplies,6,1393.4768400000003,0.18,1158.6368400000003
2023-03-04,North,Consumer,Technology,2,559.4985,0.11,531.9985
2024-05-18,North,Corporate,Office Supplies,3,216.3876,0.03,-348.51240000000007
2024-03-24,West,Consumer,Office Supplies,6,1802.425272,0.18,1117.405272
2025-05-17,Central,Home Office,Technology,3,667.2627000000001,0.0,617.0727000000002
2024-04-05,Central,Consumer,Furniture,5,1404.10935,0.16,383.0693499999998
2024-04-08,South,Consumer,Technology,3,818.258532,0.06,404.4685319999999
2025-06-30,North,Home Office,Office Supplies,4,1261.49276,0.03,421.53276000000005
2024-01-14,East,Consumer,Technology,0,435.58911,0.01,435.58911
2024-09-29,Central,Corporate,Technology,3,1306.7254200000002,0.09,838.8754200000003
2023-12-03,Central,Home Office,Office Supplies,2,676.355346,0.19,267.85534600000005
2024-10-14,North,Home Office,Technology,4,1037.57472,0.09,198.13472000000002
2023-01-07,South,Corporate,Technology,3,686.842065,0.09,273.7420650000001
2025-09-05,West,Consumer,Office Supplies,1,380.562085,0.15,101.38208500000002
2024-09-07,East,Consumer,Furniture,3,806.1424800000001,0.17,202.36248000000012
2024-08-21,East,Consumer,Furniture,6,2290.4280900000003,0.19,2181.16809
2023-08-30,North,Home Office,Technology,3,391.50405,0.15,270.09405000000004
2026-01-08,Central,Home Office,Furniture,12,3718.0346820000004,0.14333333333333334,1646.574682
2025-02-04,Central,Consumer,Technology,9,2323.509664,0.08,960.3696640000001
2024-01-26,South,Home Office,Furniture,2,702.08985,0.11,497.14984999999996
2024-11-18,North,Consumer,Technology,3,1140.733125,0.13,892.693125
2023-02-16,West,Home Office,Office Supplies,4,972.5503199999999,0.06,248.91031999999996
2024-09-10,Central,Home Office,Technology,2,165.97412,0.05,85.03412
2023-05-14,North,Corporate,Office Supplies,4,1502.6928000000003,0.2,686.6528000000003
2024-08-29,Central,Corporate,Technology,2,571.3281000000001,0.1,-11.431899999999928
2024-07-19,North,Consumer,Furniture,10,1755.9814620000002,0.10666666666666667,726.7314620000002
2023-08-23,South,Consumer,Office Supplies,3,1128.060045,0.03,474.6300449999999
2025-09-22,Central,Corporate,Furniture,5,1044.8177250000003,0.11,-198.58227499999975
2023-11-07,West,Consumer,Furniture,4,1664.98752,0.14,867.5875199999999
2024-07-10,Central,Corporate,Office Supplies,8,3771.0763200000006,0.01,2614.8363200000003
2023-09-14,Central,Corporate,Technology,3,910.360815,0.09,34.45081499999992
2023-10-27,North,Consumer,Office Supplies,10,1550.9988900000003,0.085,-864.01111
2024-11-02,South,Corporate,Office Supplies,6,2284.4478600000007,0.1,742.6278600000005
2025-04-11,Central,Home Office,Furniture,14,3788.4970980000007,0.16,166.53709800000092
2023-08-20,North,Corporate,Office Supplies,1,189.15897000000004,0.09,115.07897000000004
2025-12-27,North,Corporate,Office Supplies,4,1301.030976,0.17,113.99097600000005
2023-01-28,Central,Consumer,Office Supplies,4,1492.655136,0.16,424.775136
2024-08-13,Central,Consumer,Furniture,6,2384.8776,0.2,793.2575999999999
2024-09-11,South,Corporate,Office Supplies,4,970.1664000000001,0.2,-22.79359999999997
2024-08-08,South,Corporate,Furniture,1,412.43363999999997,0.17,275.43363999999997
2023-05-09,Central,Corporate,Technology,6,761.8584600000002,0.19,-65.72153999999989
2023-10-18,West,Corporate,Furniture,5,873.21202,0.08,-228.3379799999999
2023-07-05,North,Corporate,Office Supplies,2,117.13372000000003,0.18,-93.70627999999998
2024-04-23,East,Home Office,Technology,3,732.9084840000002,0.16,455.3184840000001
2024-05-06,Central,Corporate,Technology,2,860.643,0.0,615.023
2024-04-11,East,Consumer,Office Supplies,4,1459.3277600000004,0.18,1037.6477600000003
2023-10-12,West,Home Office,Furniture,0,604.2102,0.14,604.2102
2023-07-08,Central,Corporate,Technology,4,1617.6468,0.18,1133.9268
2023-08-29,North,Corporate,Office Supplies,8,1538.0215980000003,0.03,-40.228401999999846
2024-02-21,North,Consumer,Furniture,5,546.317925,0.05,385.2179249999999
2025-05-02,East,Home Office,Furniture,1,67.5024,0.2,-94.3176
2023-02-10,Central,Corporate,Furniture,7,353.30715,0.02,-779.43285
2024-06-24,Central,Consumer,Furniture,3,639.891,0.0,58.851
2025-12-20,East,Consumer,Furniture,6,193.661226,0.01,-1546.5787740000003
2025-02-28,Central,Corporate,Office Supplies,2,343.6198,0.0,-92.0002
2025-05-19,North,Home Office,Furniture,7,1601.31489,0.07500000000000001,-243.4951099999996
2023-03-21,East,Consumer,Office Supplies,8,2985.2724,0.05,628.2323999999999
2024-12-17,East,Home Office,Office Supplies,6,1329.79077,0.19,356.95077000000015
2024-08-11,North,Home Office,Technology,4,1548.9584000000002,0.15,1178.8384
2025-09-20,West,Home Office,Office Supplies,3,772.09902,0.07,-111.79097999999999
2023-09-05,Central,Consumer,Technology,4,166.10880000000003,0.12,-385.6112
2024-07-26,East,Corporate,Furniture,6,2029.1040000000005,0.1,1207.1040000000005
2024-12-03,North,Home Office,Technology,10,3597.2496,0.13,2184.8096000000005
2024-10-24,East,Home Office,Furniture,2,114.43236,0.08,-326.18764
2023-10-13,North,Consumer,Office Supplies,4,447.9948,0.1,-333.96520000000004
2025-08-22,West,Consumer,Office Supplies,7,2916.2702800000006,0.08,1904.5602800000006
2024-03-31,Central,Consumer,Office Supplies,0,174.805155,0.03,174.805155
2023-05-01,Central,Consumer,Technology,5,559.5744000000001,0.16,-496.9255999999999
2025-11-28,North,Corporate,Office Supplies,5,1761.6165,0.15,1169.8665
2024-05-26,Central,Consumer,Office Supplies,11,2604.6148999999996,0.03,643.7748999999997
2023-07-19,Central,Consumer,Furniture,2,708.9865200000002,0.19,541.0065200000001
2026-01-10,North,Corporate,Office Supplies,5,46.128600000000006,0.16,-1276.6714
2023-01-12,North,Corporate,Technology,0,58.9798,0.17,58.9798
2025-04-20,Central,Corporate,Furniture,11,1306.58976,0.12,512.3297600000001
2023-04-16,West,Corporate,Furniture,4,1255.1406,0.15,709.7406
2024-11-21,West,Corporate,Furniture,2,147.12785999999997,0.07,110.66785999999996
2024-01-22,East,Corporate,Technology,1,173.76744000000002,0.12,120.02744000000001
2024-02-12,Central,Consumer,Furniture,3,1420.30944,0.04,930.04944
2025-06-16,East,Consumer,Furniture,1,389.55389,0.11,229.44389
2024-12-11,North,Consumer,Furniture,5,1906.5522150000004,0.11,658.7522150000004
2025-07-06,Central,Consumer,Technology,7,734.21103,0.14,-270.56896999999987
2023-07-22,North,Corporate,Office Supplies,1,329.72015999999996,0.16,88.62015999999997
2024-01-19,North,Home Office,Furniture,5,958.16574,0.16,-3.584259999999972
2025-12-31,North,Corporate,Office Supplies,1,468.25768000000005,0.12,301.12768000000005
2025-09-23,Central,Home Office,Office Supplies,8,1138.37127,0.115,399.05127000000005
2024-04-17,North,Home Office,Office Supplies,4,804.77408,0.03,448.57408000000004
2023-10-02,East,Corporate,Office Supplies,5,1408.0344,0.04,1058.1844
2025-11-09,North,Consumer,Furniture,7,2737.7765100000006,0.19,2528.4765100000004
2024-05-04,North,Corporate,Furniture,4,396.6459,0.05,-485.03409999999997
2023-03-30,West,Corporate,Furniture,5,937.070925,0.03,-40.92907500000001
2024-04-30,North,Corporate,Furniture,10,3562.529025,0.09000000000000001,1435.629025
2023-12-16,Central,Corporate,Furniture,7,1807.94418,0.17,143.34417999999982
2026-01-12,South,Consumer,Office Supplies,6,1902.163824,0.12,360.3438239999998
2024-01-22,East,Consumer,Technology,6,3181.98606,0.03,2392.3260600000003
2023-11-03,North,Corporate,Technology,6,927.3264000000001,0.09,166.7664000000001
2025-01-09,East,Home Office,Office Supplies,6,674.89821,0.07,-625.18179
2025-09-03,East,Consumer,Furniture,5,2109.107,0.02,1689.157
2024-05-07,East,Corporate,Office Supplies,5,480.550375,0.05,-724.949625
2024-09-24,Central,Home Office,Furniture,4,1309.2640000000001,0.14,1022.1840000000002
2023-06-22,North,Home Office,Furniture,5,1496.9786849999998,0.07,1406.5286849999998
2024-08-05,Central,Corporate,Office Supplies,5,1551.5671500000003,0.19,828.9171500000003
2025-11-20,West,Home Office,Technology,2,618.908972,0.06,365.38897199999997
2025-10-31,North,Consumer,Technology,3,790.1922600000001,0.19,772.6122600000001
2023-11-16,South,Home Office,Technology,0,1308.0406500000001,0.14,1308.0406500000001
2024-08-02,South,Corporate,Office Supplies,4,61.14836,0.09,-887.21164
2024-09-28,North,Home Office,Office Supplies,7,194.25,0.01,-1036.9099999999999
2024-03-02,East,Home Office,Office Supplies,6,2456.514774,0.13,1595.0947740000001
2025-12-18,North,Corporate,Furniture,9,2975.88281,0.07,2895.70281
2023-09-30,East,Corporate,Furniture,9,1713.7513350000002,0.055,-369.89866499999994
2025-07-28,North,Corporate,Office Supplies,4,1688.67804,0.06,724.27804
2023-07-27,South,Corporate,Technology,6,1594.1502000000003,0.11,419.95020000000045
2025-11-22,East,Consumer,Technology,6,2888.9025,0.05,2061.3225
2024-05-31,Central,Corporate,Technology,2,300.71790000000004,0.1,199.67790000000002
2024-03-18,North,Home Office,Office Supplies,4,244.75608000000003,0.19,-942.28392
2024-11-19,Central,Consumer,Office Supplies,4,1456.92288,0.16,739.6828800000001
2025-04-29,East,Consumer,Furniture,5,1821.7975150000002,0.11,1309.4475150000003
2024-01-22,Central,Home Office,Office Supplies,3,442.53,0.16,-207.51
2024-05-20,East,Home Office,Office Supplies,6,850.7921400000001,0.01,-373.2678599999998
2024-11-20,East,Consumer,Furniture,4,1186.41864,0.18,116.61864000000014
2024-09-14,Central,Corporate,Furniture,2,839.05052,0.02,304.15052000000003
2025-08-10,Central,Corporate,Office Supplies,3,650.7080880000001,0.08,191.28808800000013
2025-02-22,East,Corporate,Office Supplies,1,291.55297500000006,0.15,34.58297500000003
2024-05-09,Central,Home Office,Furniture,5,890.1201599999999,0.04,-227.8298400000001
2024-03-12,North,Home Office,Furniture,4,1779.00828,0.06,1369.12828
2023-05-24,Central,Home Office,Furniture,4,1023.9129600000002,0.11,687.9529600000003
2024-10-18,East,Home Office,Office Supplies,6,2612.41092,0.07,2080.0309199999997
2023-09-25,East,Corporate,Furniture,3,1308.401136,0.02,880.4511359999999
2024-05-03,North,Consumer,Office Supplies,4,922.47696,0.1,198.83695999999998
2025-08-03,East,Consumer,Technology,5,2333.80161,0.11,2265.05161
2025-11-18,North,Consumer,Furniture,6,2296.97688,0.08,1418.9968800000001
2023-02-08,North,Corporate,Furniture,1,351.775447,0.03,333.54544699999997
2025-12-15,North,Home Office,Office Supplies,3,845.2269,0.1,814.2969
2023-03-08,East,Consumer,Office Supplies,3,593.5636680000001,0.08,-290.32633199999987
2025-04-14,South,Consumer,Office Supplies,2,564.7446,0.05,-24.5154
2024-11-25,North,Home Office,Office Supplies,3,702.7317,0.19,160.00170000000003
2024-08-20,South,Home Office,Furniture,3,1075.2060000000001,0.0,687.2160000000001
2025-06-04,North,Home Office,Furniture,4,1197.98448,0.12,436.66448
2023-12-08,West,Consumer,Technology,3,309.88250999999997,0.07,-566.0274900000002
2023-09-17,Central,Corporate,Office Supplies,0,220.47648,0.14,220.47648
2023-09-11,North,Consumer,Office Supplies,8,1964.6121600000001,0.08,739.4921600000002
2023-01-07,North,Corporate,Furniture,5,1686.5887500000001,0.01,360.2387500000002
2026-01-09,Central,Consumer,Furniture,2,287.64232200000004,0.01,-171.87767799999995
2023-03-30,Central,Consumer,Furniture,5,1221.97075,0.05,260.22074999999995
2023-08-01,East,Home Office,Furniture,4,863.393272,0.11,533.433272
2025-04-13,Central,Home Office,Technology,5,2368.3,0.0,1559.6000000000001
2023-10-20,East,Corporate,Office Supplies,3,1425.3531600000001,0.02,1288.64316
2025-10-01,West,Home Office,Furniture,9,2154.4647300000006,0.19,-280.84526999999935
2024-09-13,Central,Corporate,Technology,1,430.738875,0.17,417.64887500000003
2024-03-02,North,Corporate,Furniture,5,2505.255375,0.03,2060.505375
2025-06-06,Central,Corporate,Technology,1,16.215210000000003,0.01,-105.84479
2026-01-05,Central,Home Office,Furniture,1,295.16913000000005,0.15,157.27913000000007
2025-02-07,Central,Consumer,Furniture,3,659.5816500000001,0.09,604.89165
2025-09-09,North,Corporate,Furniture,4,784.28768,0.03,688.20768
2024-08-01,North,Consumer,Technology,3,442.3122,0.11,281.09220000000005
2025-01-09,South,Home Office,Technology,2,469.96540000000005,0.0,219.84540000000004
2025-11-04,West,Home Office,Technology,4,1865.759,0.06,1020.559
2023-07-14,North,Consumer,Furniture,3,564.8580000000001,0.2,74.59800000000007
2024-03-02,North,Consumer,Furniture,5,2034.4324000000004,0.09,1019.7824000000003
2025-04-07,East,Home Office,Furniture,6,486.48222,0.14,-319.73778000000004
2025-09-17,North,Corporate,Office Supplies,7,3251.9487000000004,0.09,3179.7787000000003
2023-09-16,North,Corporate,Office Supplies,11,2183.3411039999996,0.085,362.8811039999998
2023-05-23,West,Corporate,Furniture,8,2872.4256,0.135,2038.1855999999998
2025-01-16,Central,Consumer,Furniture,5,214.84208999999998,0.07,-297.50791000000004
2024-04-25,Central,Consumer,Office Supplies,6,1069.9128,0.1,625.4328
2023-03-25,North,Corporate,Office Supplies,6,1446.064554,0.03,847.7445540000001
2026-01-05,East,Consumer,Technology,7,2713.593295,0.15,1244.5732950000001
2025-02-20,North,Corporate,Technology,4,1098.2546399999999,0.06,914.3746399999999
2023-08-11,West,Corporate,Technology,5,2489.6080000000006,0.05,1802.5580000000007
2025-10-29,West,Consumer,Furniture,6,890.8154460000001,0.13,395.8754460000001
2025-12-12,Central,Corporate,Technology,3,137.46183000000002,0.15,-242.75816999999995
2025-04-01,East,Corporate,Technology,6,2098.7366400000005,0.02,1602.6566400000006
2023-01-19,Central,Consumer,Office Supplies,11,1079.188892,0.12666666666666668,-474.041108
2025-11-11,West,Corporate,Technology,2,1015.254306,0.01,656.994306
2024-07-05,Central,Corporate,Furniture,5,1182.192375,0.09,309.39237500000013
2025-12-07,Central,Corporate,Furniture,4,801.61576,0.03,-337.14423999999997
2024-11-25,Central,Corporate,Technology,14,3274.5713000000005,0.105,2119.7313000000004
2026-01-14,North,Corporate,Furniture,4,1339.0549199999998,0.07,772.8949199999998
2023-12-02,East,Corporate,Office Supplies,2,557.2774000000001,0.0,179.99740000000008
2025-12-31,North,Corporate,Technology,5,940.86063,0.13,32.81062999999995
2023-01-24,East,Consumer,Furniture,9,2520.5367260000003,0.135,1267.5367260000003
2025-12-15,North,Consumer,Office Supplies,3,321.903936,0.04,-422.81606400000004
2023-06-28,North,Home Office,Furniture,3,961.6662450000001,0.03,107.59624500000018
2025-03-10,Central,Home Office,Office Supplies,7,2658.7065749999997,0.05,1647.2065749999997
2024-05-06,East,Corporate,Furniture,3,498.98771999999997,0.12,402.32772
2024-02-24,Central,Home Office,Furniture,5,2131.8132,0.13,1129.3632
2024-04-20,Central,Corporate,Technology,9,2609.4717,0.1,1558.4517
2023-12-11,East,Consumer,Office Supplies,4,515.84568,0.06,-300.19431999999995
2024-03-20,East,Corporate,Office Supplies,0,610.9194960000001,0.19,610.9194960000001
2025-12-29,South,Home Office,Office Supplies,2,499.741788,0.02,159.82178799999997
2024-08-14,North,Home Office,Office Supplies,2,647.4236159999999,0.04,124.98361599999987
2024-06-10,West,Home Office,Office Supplies,7,1744.468187,0.17,316.398187
2024-03-31,North,Corporate,Technology,4,875.6714400000001,0.18,102.99144000000013
2025-03-21,North,Consumer,Furniture,2,209.34764000000004,0.18,-139.77235999999996
2024-12-11,East,Corporate,Furniture,1,38.887651999999996,0.14,-46.222348000000004
2024-06-12,West,Corporate,Technology,4,56.03094,0.19,-1038.5690599999998
2024-03-13,Central,Consumer,Furniture,2,862.4415800000002,0.09,812.1215800000001
2024-06-24,West,Consumer,Office Supplies,5,2086.9002000000005,0.16,1216.2002000000007
2025-11-11,Central,Home Office,Office Supplies,2,1617.7735500000001,0.15,1259.15355
2025-03-07,Central,Corporate,Technology,6,1318.932171,0.115,824.5921709999999
2024-04-11,Central,Consumer,Office Supplies,3,46.84554000000001,0.19,-594.46446
2024-11-05,East,Corporate,Furniture,3,680.01696,0.11,66.36695999999995
2024-12-10,North,Consumer,Office Supplies,3,1090.7790300000001,0.13,379.50903000000017
2023-10-08,South,Consumer,Furniture,3,193.894272,0.04,-351.05572800000004
2024-11-14,West,Corporate,Office Supplies,3,1428.3158999999998,0.06,798.3458999999998
2025-04-07,Central,Consumer,Technology,5,1737.12,0.06,1653.4699999999998
2025-11-29,East,Home Office,Technology,0,848.0505600000001,0.18,848.0505600000001
2023-10-29,West,Corporate,Office Supplies,4,290.88164000000006,0.05,-26.838359999999966
